HORA,Ticket Entrada,Salida,Saldo ticket,Abonados _Entrada,Abonados _Salida,Abonados _Saldo,Mi-fare Entrada,Mi-fare Salida,Mi-fare Saldo,Saldo Total,AP Manual y Perm.,Saldo Final,Real
1/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 8:00:00,98,1,97,1,1,0,0,0,0,97,9,88,"0,14"
1/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 9:00:00,361,50,311,5,1,4,1,1,0,315,9,306,"0,48"
1/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 10:00:00,659,217,442,16,11,5,1,1,0,447,12,435,"0,68"
1/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 11:00:00,1.048,490,558,33,28,5,1,1,0,563,14,549,"0,85"
1/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 12:00:00,1.454,851,603,61,53,8,1,1,0,611,15,596,"0,93"
1/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 13:00:00,1.924,1.262,662,88,79,9,3,1,2,673,21,652,"1,01"
1/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 14:00:00,2.366,1.729,637,118,109,9,3,1,2,648,26,622,"0,97"
1/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 15:00:00,2.775,2.112,663,145,141,4,3,1,2,669,105,564,"0,88"
1/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 16:00:00,3.186,2.451,735,172,167,5,4,3,1,741,167,574,"0,89"
1/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 17:00:00,3.588,2.828,760,200,195,5,4,4,0,765,172,593,"0,92"
1/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 18:00:00,4.007,3.228,779,234,230,4,4,4,0,783,178,605,"0,94"
1/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 19:00:00,4.093,3.586,507,258,257,1,5,4,1,509,182,327,"0,51"
1/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 20:00:00,4.114,3.816,298,288,284,4,5,5,0,302,192,110,"0,17"
1/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
1/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 7:00:00,28,1,27,,,0,,,0,27,2,25,"0,04"
2/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 8:00:00,85,2,83,,,0,,,0,83,5,78,"0,12"
2/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 9:00:00,226,23,203,1,,1,,,0,204,5,199,"0,31"
2/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 10:00:00,530,97,433,8,7,1,,,0,434,5,429,"0,67"
2/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 11:00:00,797,326,471,19,18,1,2,2,0,472,6,466,"0,72"
2/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 12:00:00,1.099,630,469,43,36,7,3,3,0,476,8,468,"0,73"
2/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 13:00:00,1.406,926,480,66,60,6,6,4,2,488,9,479,"0,74"
2/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 14:00:00,1.695,1.219,476,81,79,2,7,5,2,480,17,463,"0,72"
2/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 15:00:00,1.919,1.501,418,95,98,-3,7,5,2,417,24,393,"0,61"
2/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 16:00:00,2.159,1.776,383,114,116,-2,7,6,1,382,25,357,"0,56"
2/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 17:00:00,2.397,2.026,371,138,134,4,7,6,1,376,26,350,"0,54"
2/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 18:00:00,2.607,2.265,342,156,156,0,7,6,1,343,29,314,"0,49"
2/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 19:00:00,2.686,2.515,171,175,176,-1,7,6,1,171,33,138,"0,21"
2/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 20:00:00,2.698,2.629,69,186,188,-2,76,,76,143,35,108,"0,17"
2/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
2/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 8:00:00,69,1,68,0,0,0,0,0,0,68,4,64,"0,10"
3/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 9:00:00,195,29,166,3,3,0,0,0,0,166,4,162,"0,25"
3/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 10:00:00,468,107,361,7,7,0,2,1,1,362,6,356,"0,55"
3/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 11:00:00,743,353,390,19,17,2,2,1,1,393,,393,"0,61"
3/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 12:00:00,1.057,621,436,41,35,6,2,2,0,442,13,429,"0,67"
3/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 13:00:00,1.380,923,457,66,56,10,2,2,0,467,17,450,"0,70"
3/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 14:00:00,1.670,1.234,436,90,87,3,2,2,0,439,19,420,"0,65"
3/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 15:00:00,1.935,1.540,395,108,106,2,2,2,0,397,20,377,"0,59"
3/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 16:00:00,2.194,1.835,359,135,126,9,2,2,0,368,21,347,"0,54"
3/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 17:00:00,2.442,2.087,355,156,150,6,2,2,0,361,27,334,"0,52"
3/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 18:00:00,2.675,2.326,349,175,171,4,3,3,0,353,29,324,"0,50"
3/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 19:00:00,2.786,2.611,175,198,192,6,3,3,0,181,34,147,"0,23"
3/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 20:00:00,2.805,2.752,53,208,208,0,3,3,0,53,35,18,"0,03"
3/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
3/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 7:00:00,9,,9,,,0,,,0,9,1,8,"0,01"
4/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 8:00:00,42,,42,,,0,,,0,42,2,40,"0,06"
4/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 9:00:00,203,21,182,3,,3,,,0,185,2,183,"0,28"
4/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 10:00:00,609,179,430,7,1,6,3,,3,439,6,433,"0,67"
4/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 11:00:00,960,518,442,14,11,3,3,3,0,445,8,437,"0,68"
4/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 12:00:00,1.322,861,461,32,27,5,4,3,1,467,11,456,"0,71"
4/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 13:00:00,1.702,1.237,465,49,41,8,7,5,2,475,15,460,"0,72"
4/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 14:00:00,1.976,1.621,355,70,70,0,9,7,2,357,18,339,"0,53"
4/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 15:00:00,2.185,1.873,312,85,85,0,9,9,0,312,22,290,"0,45"
4/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 16:00:00,2.373,2.094,279,107,100,7,10,10,0,286,25,261,"0,41"
4/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 17:00:00,2.578,2.288,290,120,114,6,10,10,0,296,27,269,"0,42"
4/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 18:00:00,2.729,2.483,246,133,127,6,11,10,1,253,29,224,"0,35"
4/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 19:00:00,2.801,2.690,111,141,137,4,11,11,0,115,31,84,"0,13"
4/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 20:00:00,2.802,2.754,48,145,145,0,11,11,0,48,34,14,"0,02"
4/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
4/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 8:00:00,103,,103,2,2,0,,,0,103,5,98,"0,15"
5/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 9:00:00,268,33,235,7,7,0,,,0,235,5,230,"0,36"
5/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 10:00:00,477,196,281,14,8,6,0,0,0,287,5,282,"0,44"
5/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 11:00:00,747,421,326,28,20,8,3,1,2,336,6,330,"0,51"
5/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 12:00:00,1.023,643,380,48,38,10,4,3,1,391,10,381,"0,59"
5/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 13:00:00,1.308,915,393,70,59,11,5,5,0,404,10,394,"0,61"
5/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 14:00:00,1.538,1.198,340,99,91,8,5,5,0,348,13,335,"0,52"
5/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 15:00:00,1.747,1.435,312,117,110,7,5,5,0,319,16,303,"0,47"
5/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 16:00:00,1.987,1.655,332,141,134,7,5,5,0,339,19,320,"0,50"
5/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 17:00:00,2.215,1.884,331,164,155,9,6,5,1,341,22,319,"0,50"
5/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 18:00:00,2.416,2.142,274,193,184,9,8,6,2,285,23,262,"0,41"
5/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 19:00:00,2.434,2.353,81,210,208,2,8,8,0,83,25,58,"0,09"
5/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 8:00:00,107,2,105,1,0,1,0,0,0,106,9,97,"0,15"
6/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 9:00:00,308,49,259,5,0,5,0,0,0,264,10,254,"0,40"
6/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 10:00:00,528,217,311,11,3,8,2,1,1,320,11,309,"0,48"
6/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 11:00:00,819,418,401,22,19,3,2,2,0,404,14,390,"0,61"
6/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 12:00:00,1.179,676,503,44,38,6,2,2,0,509,17,492,"0,77"
6/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 13:00:00,1.500,1.025,475,66,60,6,2,2,0,481,20,461,"0,72"
6/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 14:00:00,1.759,1.359,400,93,88,5,2,2,0,405,24,381,"0,59"
6/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 15:00:00,2.011,1.629,382,124,119,2,2,2,0,384,29,355,"0,55"
6/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 16:00:00,2.262,1.917,345,140,131,9,2,2,0,354,36,318,"0,49"
6/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 17:00:00,2.508,2.162,346,156,146,10,3,2,1,357,41,316,"0,49"
6/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 18:00:00,2.696,2.439,257,179,167,12,3,3,0,269,44,225,"0,35"
6/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 19:00:00,2.744,2.654,90,203,199,4,3,3,0,94,45,49,"0,08"
6/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 8:00:00,86,2,84,1,1,0,0,0,0,84,5,79,"0,12"
7/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 9:00:00,287,58,229,7,1,6,0,0,0,235,5,230,"0,36"
7/04/2021 9:30:00,,,0,,,0,0,0,0,0,,0,"0,00"
7/04/2021 10:00:00,493,223,270,12,5,7,0,0,0,277,6,271,"0,42"
7/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 11:00:00,727,418,309,24,17,7,0,0,0,316,7,309,"0,48"
7/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 12:00:00,997,512,485,47,38,9,0,0,0,494,158,336,"0,52"
7/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 13:00:00,1.261,591,670,65,54,11,0,0,0,681,313,368,"0,57"
7/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 14:00:00,1.512,857,655,73,64,9,2,2,0,664,317,347,"0,54"
7/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 15:00:00,1.728,1.110,618,98,90,8,4,5,-1,625,322,303,"0,47"
7/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 16:00:00,1.953,1.328,625,112,104,8,4,6,-2,631,323,308,"0,48"
7/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 17:00:00,2.207,1.509,698,119,109,10,4,6,-2,706,359,347,"0,54"
7/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 18:00:00,2.396,1.793,603,132,123,9,4,6,-2,610,364,246,"0,38"
7/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 19:00:00,2.417,1.983,434,152,149,3,4,6,-2,435,369,66,"0,10"
7/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 8:00:00,103,1,102,2,0,2,0,0,0,104,9,95,"0,15"
8/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 9:00:00,301,49,252,9,1,8,0,0,0,260,9,251,"0,39"
8/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 10:00:00,530,219,311,16,7,9,0,0,0,320,11,309,"0,48"
8/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 11:00:00,855,450,405,28,18,10,0,0,0,415,11,404,"0,63"
8/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 12:00:00,1.220,780,440,40,32,8,0,0,0,448,13,435,"0,68"
8/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 13:00:00,1.590,1.116,474,62,52,10,2,0,2,486,15,471,"0,73"
8/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 14:00:00,1.909,1.488,421,73,65,8,2,1,1,430,18,412,"0,64"
8/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 15:00:00,2.179,1.821,358,94,86,8,3,1,2,368,22,346,"0,54"
8/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 16:00:00,2.470,2.121,349,116,107,9,5,3,2,360,27,333,"0,52"
8/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 17:00:00,2.742,2.392,350,122,116,6,6,6,0,356,30,326,"0,51"
8/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 18:00:00,2.954,2.668,286,146,139,7,7,6,1,294,37,257,"0,40"
8/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 19:00:00,2.968,2.891,77,169,167,2,7,7,0,79,43,36,"0,06"
8/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 8:00:00,101,3,98,1,1,0,0,0,0,98,9,89,"0,14"
9/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 9:00:00,350,64,286,6,2,4,0,0,0,290,9,281,"0,44"
9/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 10:00:00,622,253,369,11,7,4,0,0,0,373,9,364,"0,57"
9/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 11:00:00,906,520,386,24,20,4,0,0,0,390,10,380,"0,59"
9/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 12:00:00,1.128,796,332,44,39,5,1,0,1,338,12,326,"0,51"
9/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 13:00:00,1.522,1.101,421,72,66,6,1,0,1,428,13,415,"0,65"
9/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 14:00:00,1.833,1.413,420,89,84,5,2,1,1,426,15,411,"0,64"
9/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 15:00:00,2.111,1.694,417,107,103,4,4,3,1,422,18,404,"0,63"
9/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 16:00:00,2.433,1.999,434,123,118,5,4,4,0,439,20,419,"0,65"
9/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 17:00:00,2.773,2.245,528,151,147,4,5,4,1,533,64,469,"0,73"
9/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 18:00:00,3.067,2.464,603,181,175,6,5,4,1,610,222,388,"0,60"
9/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 19:00:00,3.096,2.770,326,194,191,3,5,5,0,329,226,103,"0,16"
9/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 7:00:00,27,1,26,0,0,0,0,0,0,26,3,23,"0,04"
10/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 8:00:00,82,2,80,0,0,0,0,0,0,80,5,75,"0,12"
10/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 9:00:00,305,45,260,2,0,2,0,0,0,262,5,257,"0,40"
10/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 10:00:00,590,213,377,6,1,5,1,0,1,383,7,376,"0,58"
10/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 11:00:00,928,497,431,14,11,3,2,2,0,434,7,427,"0,66"
10/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 12:00:00,1.300,820,480,31,27,4,3,2,1,485,7,478,"0,74"
10/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 13:00:00,1.695,1.191,504,47,42,5,3,3,0,509,13,496,"0,77"
10/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 14:00:00,2.057,1.586,471,57,53,4,3,3,0,475,17,458,"0,71"
10/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 15:00:00,2.336,1.912,424,75,75,0,4,3,1,425,17,408,"0,63"
10/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 16:00:00,2.588,2.213,375,104,99,5,4,3,1,381,17,364,"0,57"
10/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 17:00:00,2.902,2.479,423,116,111,5,4,4,0,428,19,409,"0,64"
10/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 18:00:00,3.111,2.787,324,130,128,2,5,5,0,326,23,303,"0,47"
10/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 19:00:00,3.125,3.051,74,152,151,1,5,5,0,75,30,45,"0,07"
10/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 8:00:00,26,0,26,0,0,0,0,0,0,26,4,22,"0,03"
11/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 9:00:00,203,19,184,1,0,1,1,0,1,186,4,182,"0,28"
11/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 10:00:00,616,184,432,7,4,3,2,1,1,436,8,428,"0,67"
11/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 11:00:00,990,504,486,18,18,0,3,2,1,487,18,469,"0,73"
11/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 12:00:00,1.375,876,499,28,27,1,4,3,1,501,25,476,"0,74"
11/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 13:00:00,1.761,1.287,474,40,36,4,6,4,2,480,28,452,"0,70"
11/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 14:00:00,2.069,1.623,446,58,54,4,6,5,1,451,31,420,"0,65"
11/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 15:00:00,2.277,1.952,325,67,64,3,6,6,0,328,34,294,"0,46"
11/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 16:00:00,2.481,2.199,282,79,77,2,7,6,1,285,34,251,"0,39"
11/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 17:00:00,2.681,2.401,280,92,87,5,7,7,0,285,34,251,"0,39"
11/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 18:00:00,2.817,2.620,197,103,99,4,8,8,0,201,34,167,"0,26"
11/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 19:00:00,2.821,2.774,47,109,109,0,8,8,0,47,36,11,"0,02"
11/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 7:00:00,38,0,38,0,0,0,0,0,0,38,0,38,"0,06"
12/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 8:00:00,99,0,99,1,0,1,0,0,0,100,1,99,"0,15"
12/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 9:00:00,266,52,214,7,0,7,0,0,0,221,1,220,"0,34"
12/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 10:00:00,470,186,284,9,5,4,0,0,0,288,4,284,"0,44"
12/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
