HORA,Ticket Entrada,Salida,Saldo ticket,Abonados _Entrada,Abonados _Salida,Abonados _Saldo,Mi-fare Entrada,Mi-fare Salida,Mi-fare Saldo,Saldo Total,AP Manual y Perm.,Saldo Final,Real
4/03/2022 18:00:00,2.612,2.168,444,270,249,21,94,77,17,482,33,449,"0,70"
4/03/2022 18:30:00,2.816,2.319,497,286,266,20,104,85,19,536,34,502,"0,78"
4/03/2022 19:00:00,2.991,2.482,509,301,283,18,112,90,22,549,34,515,"0,80"
4/03/2022 19:30:00,3.171,2.667,504,316,296,20,119,96,23,547,34,513,"0,80"
4/03/2022 20:00:00,3.312,2.845,467,329,311,18,121,108,13,498,37,461,"0,72"
4/03/2022 20:30:00,3.392,3.041,351,336,323,13,124,115,9,373,39,334,"0,52"
4/03/2022 21:00:00,3.413,3.202,211,353,342,11,125,122,3,225,40,185,"0,29"
4/03/2022 21:30:00,3.423,3.330,93,366,357,9,125,125,0,102,43,59,"0,09"
4/03/2022 22:00:00,3.424,3.346,78,372,365,7,125,126,-1,84,43,41,"0,06"
5/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
5/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/03/2022 8:00:00,69,5,64,0,8,-8,1,2,-1,55,16,39,"0,06"
5/03/2022 8:30:00,106,7,99,0,8,-8,5,2,3,94,16,78,"0,12"
5/03/2022 9:00:00,179,32,147,0,8,-8,9,4,5,144,16,128,"0,20"
5/03/2022 9:30:00,285,74,211,1,9,-8,17,5,12,215,17,198,"0,31"
5/03/2022 10:00:00,397,134,263,4,12,-8,24,9,15,270,18,252,"0,39"
5/03/2022 10:30:00,548,232,316,11,15,-4,30,18,12,324,21,303,"0,47"
5/03/2022 11:00:00,716,344,372,17,24,-7,39,24,15,380,23,357,"0,56"
5/03/2022 11:30:00,900,484,416,28,34,-6,47,29,18,428,23,405,"0,63"
5/03/2022 12:00:00,1.106,621,485,44,48,-4,55,36,19,500,24,476,"0,74"
5/03/2022 12:30:00,1.315,803,512,61,64,-3,63,43,20,529,24,505,"0,79"
5/03/2022 13:00:00,1.531,974,557,77,78,-1,75,52,23,579,26,553,"0,86"
5/03/2022 13:30:00,1.740,1.180,560,91,91,0,89,61,28,588,27,561,"0,87"
5/03/2022 14:00:00,1.949,1.379,570,104,108,-4,94,70,24,590,29,561,"0,87"
5/03/2022 14:30:00,2.118,1.567,551,114,120,-6,102,81,21,566,37,529,"0,82"
5/03/2022 15:00:00,2.282,1.758,524,121,126,-5,103,90,13,532,55,477,"0,74"
5/03/2022 15:30:00,2.433,1.977,456,132,138,-6,108,99,9,459,60,399,"0,62"
5/03/2022 16:00:00,2.592,2.135,457,145,151,-6,115,104,11,462,65,397,"0,62"
5/03/2022 16:30:00,2.779,2.289,490,163,169,-6,124,110,14,498,66,432,"0,67"
5/03/2022 17:00:00,2.984,2.436,548,179,185,-6,136,114,22,564,69,495,"0,77"
5/03/2022 17:30:00,3.183,2.633,550,192,194,-2,145,123,22,570,70,500,"0,78"
5/03/2022 18:00:00,3.393,2.821,572,201,206,-5,158,132,26,593,73,520,"0,81"
5/03/2022 18:30:00,3.616,3.016,600,213,218,-5,165,140,25,620,76,544,"0,85"
5/03/2022 19:00:00,3.805,3.219,586,224,231,-7,174,157,17,596,78,518,"0,81"
5/03/2022 19:30:00,3.994,3.442,552,242,246,-4,178,164,14,562,80,482,"0,75"
5/03/2022 20:00:00,4.142,3.637,505,257,262,-5,185,171,14,514,82,432,"0,67"
5/03/2022 20:30:00,4.253,3.831,422,272,276,-4,190,174,16,434,82,352,"0,55"
5/03/2022 21:00:00,4.284,4.017,267,285,292,-7,190,184,6,266,84,182,"0,28"
5/03/2022 21:30:00,4.288,4.175,113,295,302,-7,190,188,2,108,86,22,"0,03"
5/03/2022 22:00:00,4.289,4.202,87,303,310,-7,190,191,-1,79,86,-7,"-0,01"
6/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
6/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/03/2022 8:00:00,27,1,26,1,0,1,0,1,-1,26,2,24,"0,04"
6/03/2022 8:30:00,33,1,32,1,0,1,0,1,-1,32,2,30,"0,05"
6/03/2022 9:00:00,62,3,59,1,0,1,2,1,1,61,2,59,"0,09"
6/03/2022 9:30:00,177,22,155,4,0,4,9,2,7,166,3,163,"0,25"
6/03/2022 10:00:00,307,68,239,8,0,8,16,6,10,257,3,254,"0,40"
6/03/2022 10:30:00,452,147,305,10,8,2,22,11,11,318,4,314,"0,49"
6/03/2022 11:00:00,621,263,358,22,16,6,34,16,18,382,4,378,"0,59"
6/03/2022 11:30:00,841,416,425,31,26,5,42,25,17,447,4,443,"0,69"
6/03/2022 12:00:00,1.104,566,538,42,37,5,54,34,20,563,5,558,"0,87"
6/03/2022 12:30:00,1.237,748,489,56,53,3,67,38,29,521,6,515,"0,80"
6/03/2022 13:00:00,1.429,937,492,72,65,7,78,52,26,525,7,518,"0,81"
6/03/2022 13:30:00,1.613,1.140,473,81,76,5,86,66,20,498,7,491,"0,76"
6/03/2022 14:00:00,1.776,1.331,445,94,90,4,93,77,16,465,7,458,"0,71"
6/03/2022 14:30:00,1.945,1.519,426,104,102,2,94,80,14,442,7,435,"0,68"
6/03/2022 15:00:00,2.111,1.689,422,117,113,4,101,87,14,440,5,435,"0,68"
6/03/2022 15:30:00,2.269,1.859,410,130,126,4,105,95,10,424,6,418,"0,65"
6/03/2022 16:00:00,2.452,2.036,416,144,139,5,110,102,8,429,9,420,"0,65"
6/03/2022 16:30:00,2.657,2.204,453,159,155,4,115,106,9,466,11,455,"0,71"
6/03/2022 17:00:00,2.879,2.355,524,171,159,12,122,112,10,546,14,532,"0,83"
6/03/2022 17:30:00,3.135,2.532,603,177,171,6,128,116,12,621,15,606,"0,94"
6/03/2022 18:00:00,3.348,2.749,599,183,181,2,140,123,17,618,16,602,"0,94"
6/03/2022 18:30:00,3.574,2.974,600,196,193,3,147,131,16,619,17,602,"0,94"
6/03/2022 19:00:00,3.744,3.212,532,210,207,3,155,141,14,549,18,531,"0,83"
6/03/2022 19:30:00,3.903,3.428,475,220,216,4,167,148,19,498,20,478,"0,74"
6/03/2022 20:00:00,4.024,3.625,399,231,229,2,170,154,16,417,23,394,"0,61"
6/03/2022 20:30:00,4.091,3.821,270,247,245,2,174,163,11,283,23,260,"0,40"
6/03/2022 21:00:00,4.116,3.986,130,262,259,3,176,172,4,137,29,108,"0,17"
6/03/2022 21:30:00,4.117,4.067,50,269,269,0,176,176,0,50,30,20,"0,03"
6/03/2022 22:00:00,4.118,4.070,48,269,269,0,176,177,-1,47,31,16,"0,02"
7/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
7/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/03/2022 8:00:00,25,3,22,27,0,27,0,0,0,49,0,49,"0,08"
7/03/2022 8:30:00,91,6,85,39,0,39,4,1,3,127,0,127,"0,20"
7/03/2022 9:00:00,180,37,143,42,0,42,8,2,6,191,0,191,"0,30"
7/03/2022 9:30:00,259,96,163,46,3,43,11,5,6,212,0,212,"0,33"
7/03/2022 10:00:00,346,168,178,55,8,47,15,9,6,231,0,231,"0,36"
7/03/2022 10:30:00,454,234,220,61,10,51,18,11,7,278,0,278,"0,43"
7/03/2022 11:00:00,566,331,235,66,20,46,23,16,7,288,3,285,"0,44"
7/03/2022 11:30:00,698,438,260,82,32,50,30,20,10,320,4,316,"0,49"
7/03/2022 12:00:00,826,539,287,93,43,50,35,28,7,344,5,339,"0,53"
7/03/2022 12:30:00,968,674,294,106,56,50,44,33,11,355,5,350,"0,54"
7/03/2022 13:00:00,1.102,811,291,118,69,49,54,26,28,368,7,361,"0,56"
7/03/2022 13:30:00,1.248,934,314,137,84,53,62,44,18,385,8,377,"0,59"
7/03/2022 14:00:00,1.361,1.083,278,154,98,56,74,54,20,354,9,345,"0,54"
7/03/2022 14:30:00,1.482,1.199,283,168,109,59,77,60,17,359,11,348,"0,54"
7/03/2022 15:00:00,1.596,1.329,267,182,122,60,80,69,11,338,15,323,"0,50"
7/03/2022 15:30:00,1.684,1.428,256,200,138,62,86,79,7,325,16,309,"0,48"
7/03/2022 16:00:00,1.801,1.521,280,213,154,59,93,84,9,348,19,329,"0,51"
7/03/2022 16:30:00,1.925,1.630,295,221,168,53,98,89,9,357,22,335,"0,52"
7/03/2022 17:00:00,2.070,1.730,340,230,181,49,103,91,12,401,24,377,"0,59"
7/03/2022 17:30:00,2.225,1.862,363,243,199,44,108,96,12,419,26,393,"0,61"
7/03/2022 18:00:00,2.368,2.010,358,252,219,33,114,104,10,401,28,373,"0,58"
7/03/2022 18:30:00,2.527,2.154,373,263,233,30,126,109,17,420,31,389,"0,60"
7/03/2022 19:00:00,2.709,2.277,432,272,246,26,135,115,20,478,34,444,"0,69"
7/03/2022 19:30:00,2.893,2.450,443,284,259,25,148,122,26,494,35,459,"0,71"
7/03/2022 20:00:00,3.039,2.592,447,296,275,21,158,133,25,493,39,454,"0,71"
7/03/2022 20:30:00,3.156,2.749,407,310,288,22,161,146,15,444,43,401,"0,62"
7/03/2022 21:00:00,3.187,2.921,266,328,306,22,163,156,7,295,43,252,"0,39"
7/03/2022 21:30:00,3.195,3.047,148,337,316,21,163,162,1,170,43,127,"0,20"
7/03/2022 22:00:00,3.199,3.101,98,337,326,11,163,163,0,109,47,62,"0,10"
8/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
8/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/03/2022 8:00:00,36,7,29,27,4,23,0,0,0,52,4,48,"0,07"
8/03/2022 8:30:00,108,11,97,39,4,35,4,1,3,135,4,131,"0,20"
8/03/2022 9:00:00,196,52,144,45,4,41,9,3,6,191,4,187,"0,29"
8/03/2022 9:30:00,273,102,171,48,6,42,12,4,8,221,5,216,"0,34"
8/03/2022 10:00:00,379,181,198,62,11,51,14,8,6,255,6,249,"0,39"
8/03/2022 10:30:00,478,271,207,65,18,47,20,11,9,263,6,257,"0,40"
8/03/2022 11:00:00,609,357,252,73,24,49,23,14,9,310,6,304,"0,47"
8/03/2022 11:30:00,735,459,276,83,31,52,29,19,10,338,8,330,"0,51"
8/03/2022 12:00:00,867,578,289,102,42,60,40,23,17,366,10,356,"0,55"
8/03/2022 12:30:00,995,711,284,111,55,56,42,32,10,350,10,340,"0,53"
8/03/2022 13:00:00,1.108,826,282,126,69,57,51,36,15,354,10,344,"0,53"
8/03/2022 13:30:00,1.222,950,272,138,82,56,55,44,11,339,12,327,"0,51"
8/03/2022 14:00:00,1.353,1.050,303,153,95,58,63,52,11,372,13,359,"0,56"
8/03/2022 14:30:00,1.460,1.171,289,168,110,58,72,57,15,362,14,348,"0,54"
8/03/2022 15:00:00,1.572,1.289,283,177,121,56,74,66,8,347,15,332,"0,52"
8/03/2022 15:30:00,1.673,1.408,265,191,135,56,81,69,12,333,17,316,"0,49"
8/03/2022 16:00:00,1.808,1.519,289,207,147,60,83,72,11,360,18,342,"0,53"
8/03/2022 16:30:00,1.952,1.645,307,213,163,50,87,78,9,366,20,346,"0,54"
8/03/2022 17:00:00,2.096,1.776,320,223,176,47,92,81,11,378,20,358,"0,56"
8/03/2022 17:30:00,2.251,1.906,345,234,189,45,98,85,13,403,21,382,"0,59"
8/03/2022 18:00:00,2.412,2.056,356,245,218,27,103,88,15,398,22,376,"0,58"
8/03/2022 18:30:00,2.562,2.210,352,254,235,19,106,95,11,382,22,360,"0,56"
8/03/2022 19:00:00,2.709,2.359,350,263,246,17,111,100,11,378,22,356,"0,55"
8/03/2022 19:30:00,2.872,2.515,357,274,259,15,117,105,12,384,22,362,"0,56"
8/03/2022 20:00:00,2.997,2.658,339,286,270,16,121,108,13,368,25,343,"0,53"
8/03/2022 20:30:00,3.046,2.820,226,300,285,15,126,115,11,252,26,226,"0,35"
8/03/2022 21:00:00,3.059,2.941,118,317,302,15,127,119,8,141,29,112,"0,17"
8/03/2022 21:30:00,3.060,2.998,62,328,314,14,127,125,2,78,31,47,"0,07"
8/03/2022 22:00:00,3.065,3.001,64,329,320,9,127,125,2,75,31,44,"0,07"
9/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
9/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/03/2022 8:00:00,34,3,31,25,4,21,0,2,-2,50,11,39,"0,06"
9/03/2022 8:30:00,94,12,82,42,5,37,1,2,-1,118,11,107,"0,17"
9/03/2022 9:00:00,169,47,122,44,5,39,3,3,0,161,13,148,"0,23"
9/03/2022 9:30:00,253,105,148,51,8,43,5,4,1,192,13,179,"0,28"
9/03/2022 10:00:00,340,172,168,59,11,48,9,5,4,220,14,206,"0,32"
9/03/2022 10:30:00,453,240,213,67,19,48,13,6,7,268,14,254,"0,40"
9/03/2022 11:00:00,572,310,262,77,26,51,20,8,12,325,14,311,"0,48"
9/03/2022 11:30:00,695,419,276,84,38,46,24,15,9,331,16,315,"0,49"
9/03/2022 12:00:00,816,530,286,107,52,55,33,24,9,350,16,334,"0,52"
9/03/2022 12:30:00,929,636,293,120,63,57,43,29,14,364,17,347,"0,54"
9/03/2022 13:00:00,1.035,754,281,133,78,55,46,33,13,349,19,330,"0,51"
9/03/2022 13:30:00,1.143,871,272,147,93,54,54,44,10,336,19,317,"0,49"
9/03/2022 14:00:00,1.275,975,300,159,99,60,58,54,4,364,21,343,"0,53"
9/03/2022 14:30:00,1.390,1.078,312,171,109,62,63,55,8,382,22,360,"0,56"
9/03/2022 15:00:00,1.493,1.203,290,182,124,58,64,58,6,354,23,331,"0,51"
9/03/2022 15:30:00,1.592,1.321,271,191,135,56,64,60,4,331,24,307,"0,48"
9/03/2022 16:00:00,1.685,1.420,265,198,146,52,73,63,10,327,25,302,"0,47"
9/03/2022 16:30:00,1.808,1.532,276,207,161,46,77,67,10,332,25,307,"0,48"
9/03/2022 17:00:00,1.915,1.631,284,213,173,40,79,71,8,332,26,306,"0,48"
9/03/2022 17:30:00,2.046,1.746,300,225,184,41,82,74,8,349,28,321,"0,50"
9/03/2022 18:00:00,2.160,1.870,290,237,214,23,85,77,8,321,29,292,"0,45"
9/03/2022 18:30:00,2.327,1.986,341,250,232,18,93,82,11,370,29,341,"0,53"
9/03/2022 19:00:00,2.472,2.116,356,265,250,15,102,85,17,388,30,358,"0,56"
9/03/2022 19:30:00,2.618,2.279,339,277,264,13,116,94,22,374,30,344,"0,53"
9/03/2022 20:00:00,2.740,2.404,336,289,276,13,122,102,20,369,32,337,"0,52"
9/03/2022 20:30:00,2.798,2.552,246,306,292,14,125,110,15,275,35,240,"0,37"
9/03/2022 21:00:00,2.814,2.678,136,317,308,9,125,121,4,149,35,114,"0,18"
9/03/2022 21:30:00,2.815,2.736,79,322,318,4,125,124,1,84,36,48,"0,07"
9/03/2022 22:00:00,2.816,2.741,75,322,322,0,125,124,1,76,36,40,"0,06"
10/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
10/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/03/2022 8:00:00,35,7,28,34,4,30,1,3,-2,56,5,51,"0,08"
10/03/2022 8:30:00,90,18,72,45,5,40,4,3,1,113,5,108,"0,17"
10/03/2022 9:00:00,150,56,94,51,5,46,5,4,1,141,6,135,"0,21"
10/03/2022 9:30:00,229,104,125,58,6,52,6,8,-2,175,7,168,"0,26"
10/03/2022 10:00:00,329,173,156,68,9,59,12,8,4,219,8,211,"0,33"
10/03/2022 10:30:00,428,237,191,75,15,60,14,13,1,252,8,244,"0,38"
10/03/2022 11:00:00,571,316,255,82,21,61,18,16,2,318,8,310,"0,48"
10/03/2022 11:30:00,668,398,270,92,29,63,20,19,1,334,6,328,"0,51"
10/03/2022 12:00:00,773,492,281,104,43,61,26,21,5,347,10,337,"0,52"
10/03/2022 12:30:00,883,601,282,120,55,65,31,26,5,352,12,340,"0,53"
10/03/2022 13:00:00,988,723,265,134,69,65,34,27,7,337,12,325,"0,51"
10/03/2022 13:30:00,1.120,841,279,145,83,62,40,34,6,347,14,333,"0,52"
10/03/2022 14:00:00,1.225,955,270,161,99,62,48,38,10,342,14,328,"0,51"
10/03/2022 14:30:00,1.323,1.067,256,176,116,60,50,44,6,322,14,308,"0,48"
10/03/2022 15:00:00,1.409,1.175,234,192,126,66,54,50,4,304,16,288,"0,45"
10/03/2022 15:30:00,1.503,1.265,238,206,139,67,57,52,5,310,16,294,"0,46"
10/03/2022 16:00:00,1.616,1.354,262,211,146,65,59,55,4,331,16,315,"0,49"
10/03/2022 16:30:00,1.719,1.450,269,218,162,56,66,59,7,332,17,315,"0,49"
10/03/2022 17:00:00,1.852,1.561,291,227,179,48,71,62,9,348,18,330,"0,51"
10/03/2022 17:30:00,1.976,1.679,297,237,196,41,76,66,10,348,18,330,"0,51"
10/03/2022 18:00:00,2.101,1.810,291,248,216,32,79,74,5,328,19,309,"0,48"
10/03/2022 18:30:00,2.262,1.942,320,259,232,27,90,76,14,361,19,342,"0,53"
10/03/2022 19:00:00,2.415,2.080,335,273,247,26,100,84,16,377,19,358,"0,56"
10/03/2022 19:30:00,2.566,2.221,345,286,265,21,111,96,15,381,20,361,"0,56"
10/03/2022 20:00:00,2.687,2.364,323,307,286,21,118,103,15,359,20,339,"0,53"
10/03/2022 20:30:00,2.752,2.506,246,321,305,16,121,112,9,271,20,251,"0,39"
10/03/2022 21:00:00,2.773,2.634,139,334,321,13,121,121,0,152,20,132,"0,21"
10/03/2022 21:30:00,2.778,2.718,60,348,331,17,121,123,-2,75,20,55,"0,09"
10/03/2022 22:00:00,2.779,2.727,52,348,343,5,121,123,-2,55,20,35,"0,05"
11/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
11/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/03/2022 8:00:00,28,6,22,32,4,28,0,1,-1,49,2,47,"0,07"
11/03/2022 8:30:00,110,16,94,48,4,44,7,1,6,144,2,142,"0,22"
11/03/2022 9:00:00,175,57,118,51,4,47,7,3,4,169,2,167,"0,26"
11/03/2022 9:30:00,283,117,166,55,6,49,10,7,3,218,2,216,"0,34"
11/03/2022 10:00:00,369,181,188,66,14,52,13,10,3,243,2,241,"0,37"
11/03/2022 10:30:00,462,263,199,75,23,52,19,11,8,259,4,255,"0,40"
11/03/2022 11:00:00,585,347,238,87,29,58,28,16,12,308,4,304,"0,47"
11/03/2022 11:30:00,706,440,266,99,43,56,36,24,12,334,4,330,"0,51"
11/03/2022 12:00:00,816,535,281,116,54,62,40,31,9,352,4,348,"0,54"
11/03/2022 12:30:00,939,674,265,131,65,66,49,35,14,345,6,339,"0,53"
11/03/2022 13:00:00,1.046,790,256,140,81,59,54,44,10,325,9,316,"0,49"
11/03/2022 13:30:00,1.180,910,270,149,91,58,59,50,9,337,12,325,"0,51"
11/03/2022 14:00:00,1.321,1.018,303,170,107,63,60,54,6,372,12,360,"0,56"
11/03/2022 14:30:00,1.448,1.157,291,180,119,61,68,56,12,364,12,352,"0,55"
11/03/2022 15:00:00,1.571,1.283,288,186,127,59,74,60,14,361,12,349,"0,54"
11/03/2022 15:30:00,1.706,1.403,303,204,143,61,78,64,14,378,13,365,"0,57"
11/03/2022 16:00:00,1.830,1.532,298,212,159,53,84,71,13,364,17,347,"0,54"
11/03/2022 16:30:00,1.973,1.679,294,224,178,46,94,79,15,355,18,337,"0,52"
11/03/2022 17:00:00,2.140,1.807,333,234,202,32,101,87,14,379,19,360,"0,56"
11/03/2022 17:30:00,2.316,1.957,359,240,217,23,107,92,15,397,20,377,"0,59"
11/03/2022 18:00:00,2.467,2.095,372,250,232,18,111,101,10,400,23,377,"0,59"
11/03/2022 18:30:00,2.619,2.254,365,263,248,15,117,106,11,391,25,366,"0,57"
11/03/2022 19:00:00,2.786,2.402,384,274,258,16,121,108,13,413,26,387,"0,60"
11/03/2022 19:30:00,2.911,2.552,359,287,273,14,124,114,10,383,30,353,"0,55"
11/03/2022 20:00:00,3.042,2.712,330,305,291,14,130,120,10,354,30,324,"0,50"
11/03/2022 20:30:00,3.098,2.841,257,319,302,17,137,128,9,283,34,249,"0,39"
11/03/2022 21:00:00,3.118,2.987,131,328,313,15,137,132,5,151,36,115,"0,18"
11/03/2022 21:30:00,3.122,3.063,59,335,325,10,137,135,2,71,37,34,"0,05"
11/03/2022 22:00:00,3.124,3.066,58,335,333,2,137,136,1,61,37,24,"0,04"
12/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
12/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/03/2022 8:00:00,60,4,56,0,3,-3,0,2,-2,51,3,48,"0,07"
12/03/2022 8:30:00,100,13,87,0,3,-3,3,2,1,85,4,81,"0,13"
12/03/2022 9:00:00,154,38,116,0,3,-3,4,2,2,115,4,111,"0,17"
12/03/2022 9:30:00,260,82,178,3,4,-1,8,3,5,182,4,178,"0,28"
12/03/2022 10:00:00,399,159,240,9,6,3,11,5,6,249,5,244,"0,38"
12/03/2022 10:30:00,546,250,296,13,10,3,16,8,8,307,7,300,"0,47"
12/03/2022 11:00:00,709,367,342,18,18,0,24,11,13,355,8,347,"0,54"
12/03/2022 11:30:00,905,492,413,26,28,-2,31,16,15,426,11,415,"0,65"
12/03/2022 12:00:00,1.116,662,454,37,37,0,43,20,23,477,12,465,"0,72"
12/03/2022 12:30:00,1.309,824,485,50,53,-3,53,33,20,502,14,488,"0,76"
12/03/2022 13:00:00,1.502,1.014,488,64,63,1,61,43,18,507,15,492,"0,77"
12/03/2022 13:30:00,1.687,1.211,476,73,75,-2,70,50,20,494,16,478,"0,74"
12/03/2022 14:00:00,1.847,1.413,434,85,86,-1,75,59,16,449,18,431,"0,67"
12/03/2022 14:30:00,2.032,1.611,421,98,97,1,83,69,14,436,19,417,"0,65"
12/03/2022 15:00:00,2.209,1.799,410,109,111,-2,89,80,9,417,20,397,"0,62"
12/03/2022 15:30:00,2.371,1.981,390,125,128,-3,92,86,6,393,22,371,"0,58"
12/03/2022 16:00:00,2.550,2.139,411,140,141,-1,104,89,15,425,23,402,"0,63"
12/03/2022 16:30:00,2.736,2.302,434,150,152,-2,106,94,12,444,24,420,"0,65"
12/03/2022 17:00:00,2.926,2.470,456,161,163,-2,113,96,17,471,30,441,"0,69"
12/03/2022 17:30:00,3.135,2.660,475,176,174,2,121,101,20,497,31,466,"0,72"
12/03/2022 18:00:00,3.341,2.864,477,188,186,2,129,113,16,495,31,464,"0,72"
12/03/2022 18:30:00,3.528,3.054,474,199,198,1,141,122,19,494,33,461,"0,72"
12/03/2022 19:00:00,3.730,3.256,474,209,208,1,147,131,16,491,33,458,"0,71"
12/03/2022 19:30:00,3.914,3.435,479,221,221,0,154,138,16,495,33,462,"0,72"
12/03/2022 20:00:00,4.045,3.636,409,231,234,-3,158,149,9,415,35,380,"0,59"
12/03/2022 20:30:00,4.122,3.821,301,248,249,-1,160,154,6,306,38,268,"0,42"
12/03/2022 21:00:00,4.141,3.990,151,259,257,2,161,162,-1,152,39,113,"0,18"
12/03/2022 21:30:00,4.143,4.069,74,262,265,-3,161,163,-2,69,40,29,"0,05"
12/03/2022 22:00:00,4.145,4.077,68,262,266,-4,161,163,-2,62,40,22,"0,03"
13/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
13/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/03/2022 8:00:00,22,,22,,,0,,,0,22,3,19,"0,03"
13/03/2022 8:30:00,43,2,41,,,0,,,0,41,3,38,"0,06"
13/03/2022 9:00:00,77,5,72,,,0,2,,2,74,3,71,"0,11"
13/03/2022 9:30:00,160,25,135,2,,2,8,1,7,144,3,141,"0,22"
13/03/2022 10:00:00,285,68,217,4,,4,14,3,11,232,3,229,"0,36"
13/03/2022 10:30:00,399,141,258,8,2,6,23,6,17,281,4,277,"0,43"
13/03/2022 11:00:00,563,243,320,14,5,9,33,13,20,349,4,345,"0,54"
13/03/2022 11:30:00,732,363,369,19,10,9,38,26,12,390,5,385,"0,60"
13/03/2022 12:00:00,927,500,427,22,19,3,48,31,17,447,6,441,"0,69"
13/03/2022 12:30:00,1.123,687,436,33,29,4,60,37,23,463,8,455,"0,71"
13/03/2022 13:00:00,1.327,853,474,44,41,3,66,47,19,496,11,485,"0,75"
13/03/2022 13:30:00,1.546,1.059,487,55,46,9,72,57,15,511,11,500,"0,78"
13/03/2022 14:00:00,1.711,1.244,467,63,57,6,83,62,21,494,17,477,"0,74"
13/03/2022 14:30:00,1.859,1.425,434,74,68,6,90,72,18,458,20,438,"0,68"
13/03/2022 15:00:00,2.006,1.611,395,84,83,1,97,80,17,413,23,390,"0,61"
13/03/2022 15:30:00,2.159,1.770,389,94,92,2,106,89,17,408,24,384,"0,60"
13/03/2022 16:00:00,2.302,1.923,379,104,101,3,109,99,10,392,27,365,"0,57"
13/03/2022 16:30:00,2.469,2.082,387,114,109,5,115,103,12,404,34,370,"0,58"
13/03/2022 17:00:00,2.619,2.220,399,123,114,9,127,107,20,428,35,393,"0,61"
13/03/2022 17:30:00,2.802,2.367,435,126,119,7,132,115,17,459,36,423,"0,66"
13/03/2022 18:00:00,2.993,2.525,468,134,130,4,138,125,13,485,41,444,"0,69"
13/03/2022 18:30:00,3.172,2.683,489,142,142,0,148,133,15,504,44,460,"0,72"
13/03/2022 19:00:00,3.322,2.865,457,160,154,6,156,139,17,480,49,431,"0,67"
13/03/2022 19:30:00,3.476,3.064,412,170,166,4,162,148,14,430,52,378,"0,59"
13/03/2022 20:00:00,3.603,3.244,359,181,173,8,170,154,16,383,53,330,"0,51"
13/03/2022 20:30:00,3.667,3.402,265,187,183,4,171,165,6,275,56,219,"0,34"
13/03/2022 21:00:00,3.685,3.532,153,194,189,5,171,169,2,160,57,103,"0,16"
13/03/2022 21:30:00,3.689,3.600,89,197,197,0,171,170,1,90,59,31,"0,05"
13/03/2022 22:00:00,3.690,3.604,86,197,197,0,171,171,0,86,60,26,"0,04"
14/03/2022 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
14/03/2022 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/03/2022 8:00:00,30,3,27,36,0,36,1,1,0,63,4,59,"0,09"
14/03/2022 8:30:00,93,8,85,52,0,52,2,2,0,137,4,133,"0,21"
14/03/2022 9:00:00,166,28,138,59,2,57,4,2,2,197,4,193,"0,30"
14/03/2022 9:30:00,236,84,152,65,4,61,8,3,5,218,4,214,"0,33"
14/03/2022 10:00:00,308,142,166,68,9,59,11,5,6,231,4,227,"0,35"
14/03/2022 10:30:00,416,215,201,80,15,65,14,9,5,271,4,267,"0,42"
14/03/2022 11:00:00,517,302,215,86,25,61,18,12,6,282,5,277,"0,43"
14/03/2022 11:30:00,608,382,226,103,41,62,22,16,6,294,7,287,"0,45"
14/03/2022 12:00:00,725,466,259,128,59,69,31,21,10,338,7,331,"0,51"
14/03/2022 12:30:00,835,585,250,143,73,70,34,26,8,328,8,320,"0,50"
14/03/2022 13:00:00,950,691,259,153,86,67,38,32,6,332,8,324,"0,50"
14/03/2022 13:30:00,1.073,801,272,169,100,69,39,34,5,346,10,336,"0,52"
14/03/2022 14:00:00,1.167,916,251,185,114,71,41,38,3,325,11,314,"0,49"
14/03/2022 14:30:00,1.277,1.016,261,195,124,71,43,41,2,334,13,321,"0,50"
14/03/2022 15:00:00,1.382,1.109,273,208,139,69,46,43,3,345,18,327,"0,51"
14/03/2022 15:30:00,1.466,1.211,255,223,159,64,50,45,5,324,19,305,"0,47"
14/03/2022 16:00:00,1.564,1.305,259,237,175,62,51,49,2,323,20,303,"0,47"
14/03/2022 16:30:00,1.667,1.400,267,247,192,55,56,53,3,325,20,305,"0,47"
